Year,Date,Site,Plot,SpecCode,LeafNumber,Area,Perimeter,Length,Width,FreshMass,DryMass,SLA,LDMC
2012,7/18/12,7,1,CORMAJ,7,1.413,,,,0.023,0.007,199.070,0.309
2012,7/18/12,7,1,CORMAJ,8,1.273,,,,0.018,0.005,270.894,0.261
2012,7/18/12,7,1,EUPROT,1,4.733,,,,0.073,0.015,321.952,0.201
2012,7/18/12,7,1,EUPROT,2,7.324,,,,0.121,0.025,289.490,0.209
2012,7/18/12,7,1,EUPROT,3,9.421,,,,0.156,0.031,308.898,0.196
2012,7/18/12,7,1,EUPROT,4,9.447,,,,0.133,0.026,367.572,0.193
2012,7/18/12,7,1,EUPROT,5,10.886,,,,0.163,0.031,355.748,0.188
2012,7/18/12,7,1,EUPROT,6,7.064,,,,0.104,0.021,334.782,0.203
2012,7/18/12,7,1,EUPROT,7,4.943,,,,0.074,0.015,327.344,0.204
2012,7/18/12,7,1,EUPROT,8,5.473,,,,0.083,0.017,314.540,0.210
2012,7/18/12,7,1,SOLODO,1,4.460,,,,0.058,0.013,351.173,0.219
2012,7/18/12,7,1,SOLODO,2,3.045,,,,0.040,0.009,349.954,0.218
2012,7/18/12,7,1,SOLODO,3,2.970,,,,0.043,0.011,282.857,0.244
2012,7/18/12,7,1,SOLODO,4,4.128,,,,0.055,0.011,375.300,0.200
2012,7/18/12,7,1,SOLODO,5,3.182,,,,0.035,0.008,407.923,0.223
2012,7/18/12,7,1,SOLODO,6,4.597,,,,0.062,0.014,335.562,0.221
2012,7/18/12,7,1,SOLODO,7,3.771,,,,0.045,0.010,373.376,0.224
2012,7/18/12,7,1,SOLODO,8,3.146,,,,0.048,0.012,264.378,0.248
2012,7/18/12,7,1,VERACA,1,23.026,,,,0.683,0.100,231.417,0.146
2012,7/18/12,7,1,VERACA,2,40.835,,,,1.170,0.166,246.738,0.141
2012,7/18/12,7,1,VERACA,3,24.779,,,,0.587,0.095,260.287,0.162
2012,7/18/12,7,1,VERACA,4,22.405,,,,0.631,0.096,232.899,0.152
2012,7/18/12,7,1,VERACA,5,14.153,,,,0.352,0.057,246.568,0.163
2012,7/18/12,7,1,VERACA,6,29.431,,,,0.956,0.124,237.921,0.129
2012,7/18/12,7,2,EUPROT,1,8.608,,,,0.124,0.027,318.811,0.218
2012,7/18/12,7,2,EUPROT,2,3.681,,,,0.042,0.013,289.850,0.302
2012,7/18/12,7,2,EUPROT,3,8.275,,,,0.112,0.027,311.105,0.238
2012,7/18/12,7,2,EUPROT,4,9.951,,,,0.131,0.031,319.958,0.237
2012,7/18/12,7,2,EUPROT,5,6.420,,,,0.081,0.019,343.332,0.231
2012,7/18/12,7,2,EUPROT,6,12.812,,,,0.179,0.041,310.218,0.231
2012,7/18/12,7,2,EUPROT,7,10.055,,,,0.143,0.032,314.203,0.224
2012,7/18/12,7,2,EUPROT,8,8.008,,,,0.109,0.026,306.801,0.239
2012,7/18/12,7,2,GAYFRO,1,6.315,,,,0.062,0.016,389.802,0.261
2012,7/18/12,7,2,GAYFRO,2,5.564,,,,0.058,0.015,373.396,0.257
2012,7/18/12,7,2,GAYFRO,3,4.418,,,,0.052,0.011,416.783,0.204
2012,7/18/12,7,2,GAYFRO,4,7.074,,,,0.083,0.024,291.119,0.293
2012,7/18/12,7,2,GAYFRO,5,6.531,,,,0.072,0.020,321.734,0.282
2012,7/18/12,7,2,GAYFRO,6,6.719,,,,0.073,0.022,302.662,0.304
2012,7/18/12,7,2,GAYFRO,7,6.530,,,,0.070,0.020,328.146,0.284
2012,7/18/12,7,2,GAYFRO,8,4.718,,,,0.054,0.012,410.226,0.213
2012,7/18/12,7,3,RHEALI,1,2.300,,,,0.045,0.008,298.740,0.171
2012,7/18/12,7,3,RHEALI,2,2.249,,,,0.046,0.007,316.732,0.154
2012,7/18/12,7,3,RHEALI,3,2.058,,,,0.036,0.005,381.037,0.150
2012,7/18/12,7,3,RHEALI,4,2.301,,,,0.044,0.006,410.929,0.127
2012,7/18/12,7,3,RHEALI,5,2.260,,,,0.041,0.006,358.683,0.154
2012,7/18/12,7,3,RHEALI,6,2.302,,,,0.041,0.006,377.426,0.149
2012,7/18/12,7,3,RHEALI,7,1.970,,,,0.040,0.006,317.758,0.155
2012,7/18/12,7,3,RHEALI,8,2.603,,,,0.055,0.009,299.241,0.158
2012,7/18/12,7,4,OSMCIN,1,9.361,,,,0.190,0.040,234.020,0.211
2012,7/18/12,7,4,OSMCIN,2,4.641,,,,0.088,0.016,284.718,0.185
2012,7/18/12,7,4,OSMCIN,3,4.224,,,,0.075,0.014,303.885,0.185
2012,7/18/12,7,4,OSMCIN,4,5.973,,,,0.104,0.018,328.192,0.175
2012,7/18/12,7,4,OSMCIN,5,8.111,,,,0.153,0.027,302.649,0.175
2012,7/18/12,7,4,OSMCIN,6,9.503,,,,0.189,0.042,225.715,0.223
2012,7/18/12,7,4,OSMCIN,7,7.123,,,,0.141,0.026,272.927,0.185
2012,7/18/12,7,4,OSMCIN,8,7.427,,,,0.160,0.032,232.078,0.200
2012,7/18/12,7,5,ILECOR,1,6.288,,,,0.146,0.072,86.854,0.496
2012,7/18/12,7,5,ILECOR,2,6.417,,,,0.137,0.063,101.863,0.460
2012,7/18/12,7,5,ILECOR,3,5.593,,,,0.117,0.050,111.856,0.427
2012,7/18/12,7,5,ILECOR,4,5.926,,,,0.133,0.064,92.017,0.484
2012,7/18/12,7,5,ILECOR,5,9.190,,,,0.210,0.102,90.457,0.484
2012,7/18/12,7,5,ILECOR,6,6.377,,,,0.160,0.082,77.762,0.513
2012,7/18/12,7,5,ILECOR,7,8.798,,,,0.199,0.104,84.927,0.521
2012,7/18/12,7,5,ILECOR,8,7.466,,,,0.182,0.089,83.792,0.490
2012,7/18/12,7,5,ILECOR,9,7.309,,,,0.190,0.095,76.939,0.500
2012,7/18/12,7,5,ILECOR,10,9.967,,,,0.259,0.136,73.338,0.525
2012,7/18/12,7,5,ILECOR,11,7.733,,,,0.177,0.085,90.653,0.482
2012,7/18/12,7,5,ILECOR,12,10.669,,,,0.248,0.123,86.949,0.495
2012,7/18/12,7,5,ILECOR,13,10.628,,,,0.281,0.141,75.212,0.503
2012,7/18/12,7,5,ILECOR,14,6.415,,,,0.161,0.080,79.889,0.499
2012,7/18/12,7,5,ILECOR,15,7.327,,,,0.191,0.101,72.261,0.531
2012,7/18/12,7,5,ILECOR,16,8.548,,,,0.245,0.129,66.368,0.526
2012,7/18/12,7,5,LYOLUC,1,23.691,,,,0.377,0.136,174.069,0.361
2012,7/18/12,7,5,LYOLUC,2,15.843,,,,0.372,0.186,85.221,0.500
2012,7/18/12,7,5,LYOLUC,3,14.778,,,,0.225,0.084,176.767,0.372
2012,7/18/12,7,5,LYOLUC,4,12.905,,,,0.257,0.107,120.382,0.417
2012,7/18/12,7,5,LYOLUC,5,11.776,,,,0.222,0.092,128.419,0.413
2012,7/18/12,7,5,LYOLUC,6,13.438,,,,0.269,0.109,123.394,0.405
2012,7/18/12,7,5,LYOLUC,7,11.101,,,,0.209,0.086,129.382,0.411
2012,7/18/12,7,5,LYOLUC,8,16.779,,,,0.376,0.169,99.462,0.449
2012,7/18/12,7,5,LYOLUC,9,22.694,,,,0.601,0.292,77.746,0.486
2012,7/18/12,7,5,LYOLUC,10,21.549,,,,0.530,0.235,91.736,0.443
2012,7/18/12,7,5,LYOLUC,11,24.189,,,,0.648,0.321,75.309,0.496
2012,7/18/12,7,5,LYOLUC,12,23.568,,,,0.619,0.308,76.618,0.497
2012,7/18/12,7,5,LYOLUC,13,14.356,,,,0.326,0.144,99.627,0.442
2012,7/18/12,7,5,LYOLUC,14,16.474,,,,0.348,0.152,108.383,0.437
2012,7/18/12,7,5,LYOLUC,15,20.588,,,,0.480,0.218,94.353,0.455
2012,7/18/12,7,5,LYOLUC,16,14.942,,,,0.330,0.148,101.299,0.447
2012,7/17/12,8,1,ARISTR,1,1.288,,,,0.042,0.023,56.249,0.545
2012,7/17/12,8,1,ARISTR,2,1.490,,,,0.045,0.025,59.612,0.556
2012,7/17/12,8,1,ARISTR,3,1.207,,,,0.040,0.020,59.162,0.510
2012,7/17/12,8,1,ARISTR,4,1.616,,,,0.066,0.035,46.043,0.532
2012,7/17/12,8,1,ARISTR,5,1.046,,,,0.033,0.017,62.274,0.509
2012,7/17/12,8,1,ARISTR,6,1.111,,,,0.049,0.031,35.958,0.631
2012,7/17/12,8,1,ARISTR,7,1.178,,,,0.039,0.020,59.211,0.510
2012,7/17/12,8,1,ARISTR,8,1.135,,,,0.033,0.021,55.346,0.621
2012,7/17/12,8,1,ARUTEC,1,18.054,,,,0.220,0.102,177.002,0.464
2012,7/17/12,8,1,ARUTEC,2,18.679,,,,0.287,0.115,162.423,0.401
2012,7/17/12,8,1,ARUTEC,3,18.151,,,,0.266,0.104,174.530,0.391
2012,7/17/12,8,1,ARUTEC,4,11.748,,,,0.132,0.060,195.805,0.455
2012,7/17/12,8,1,ARUTEC,5,41.268,,,,0.578,0.234,176.359,0.405
2012,7/17/12,8,1,ARUTEC,6,14.900,,,,0.185,0.090,165.560,0.486
2012,7/17/12,8,1,ARUTEC,7,19.064,,,,0.230,0.108,176.514,0.470
2012,7/17/12,8,1,ARUTEC,8,11.902,,,,0.139,0.065,183.114,0.468
2012,7/17/12,8,1,CLEALN,1,20.531,,,,0.322,0.121,169.675,0.376
2012,7/17/12,8,1,CLEALN,2,22.032,,,,0.302,0.104,211.844,0.344
2012,7/17/12,8,1,CLEALN,3,17.168,,,,0.245,0.090,190.750,0.367
2012,7/17/12,8,1,CLEALN,4,13.995,,,,0.175,0.064,218.678,0.366
2012,7/17/12,8,1,CLEALN,5,18.184,,,,0.303,0.104,174.843,0.343
2012,7/17/12,8,1,CLEALN,6,8.681,,,,0.132,0.055,157.829,0.417
2012,7/17/12,8,1,CLEALN,7,24.754,,,,0.388,0.163,151.867,0.420
2012,7/17/12,8,1,ILEGLA,1,4.299,,,,0.120,0.058,73.997,0.484
2012,7/17/12,8,1,ILEGLA,2,4.945,,,,0.175,0.080,62.122,0.455
2012,7/17/12,8,1,ILEGLA,3,4.133,,,,0.118,0.055,75.005,0.467
2012,7/17/12,8,1,ILEGLA,4,3.446,,,,0.099,0.045,76.071,0.458
2012,7/17/12,8,1,ILEGLA,5,5.416,,,,0.172,0.083,65.487,0.481
2012,7/17/12,8,1,ILEGLA,6,5.109,,,,0.159,0.075,67.939,0.473
2012,7/17/12,8,1,ILEGLA,7,4.385,,,,0.124,0.057,76.652,0.461
2012,7/17/12,8,1,ILEGLA,8,2.408,,,,0.070,0.033,72.964,0.471
2012,7/17/12,8,1,LYOLIG,1,14.491,,,,0.205,0.083,175.645,0.402
2012,7/17/12,8,1,LYOLIG,2,8.892,,,,0.157,0.075,119.031,0.476
2012,7/17/12,8,1,LYOLIG,3,5.312,,,,0.108,0.045,118.571,0.415
2012,7/17/12,8,1,LYOLIG,4,13.033,,,,0.212,0.097,135.054,0.455
2012,7/17/12,8,1,LYOLIG,5,7.125,,,,0.129,0.057,126.103,0.438
2012,7/17/12,8,1,PTEAQU,1,41.500,,,,1.053,0.460,90.316,0.436
2012,7/17/12,8,1,PTEAQU,2,16.477,,,,0.403,0.176,93.513,0.437
2012,7/17/12,8,1,PTEAQU,3,34.430,,,,0.843,0.356,96.631,0.423
2012,7/17/12,8,1,PTEAQU,4,14.482,,,,0.345,0.148,97.590,0.430
2012,7/17/12,8,1,PTEAQU,5,24.012,,,,0.576,0.247,97.412,0.428
2012,7/17/12,8,1,PTEAQU,6,30.497,,,,0.721,0.313,97.403,0.434
2012,7/17/12,8,1,PTEAQU,7,13.483,,,,0.307,0.137,98.418,0.446
2012,7/17/12,8,1,PTEAQU,8,12.885,,,,0.289,0.125,103.247,0.432
2012,7/17/12,8,1,QUEINC,1,7.502,,,,0.126,0.060,125.876,0.473
2012,7/17/12,8,1,QUEINC,2,5.805,,,,0.096,0.048,120.931,0.500
2012,7/17/12,8,1,QUEINC,3,8.419,,,,0.148,0.072,116.609,0.488
2012,7/17/12,8,1,QUEINC,4,7.940,,,,0.145,0.075,105.726,0.518
2012,7/17/12,8,1,QUEINC,5,8.387,,,,0.149,0.076,110.649,0.509
2012,7/17/12,8,1,QUEINC,6,9.577,,,,0.175,0.089,107.849,0.507
2012,7/17/12,8,1,QUEINC,7,7.527,,,,0.131,0.067,113.189,0.508
2012,7/17/12,8,1,QUEINC,8,5.130,,,,0.082,0.043,119.023,0.526
2012,7/17/12,8,1,SMIGLA,1,9.939,,,,0.161,0.064,155.543,0.397
2012,7/17/12,8,1,SMIGLA,2,9.294,,,,0.150,0.059,158.599,0.391
2012,7/17/12,8,1,SMIGLA,3,7.016,,,,0.124,0.051,137.023,0.413
2012,7/17/12,8,1,SMIGLA,4,10.207,,,,0.186,0.076,133.955,0.410
2012,7/17/12,8,1,SMIGLA,5,6.416,,,,0.122,0.052,124.341,0.423
2012,7/17/12,8,2,ALNSER,1,12.389,,,,0.207,0.103,120.160,0.498
2012,7/17/12,8,2,ALNSER,2,14.888,,,,0.194,0.095,156.063,0.492
2012,7/17/12,8,2,ALNSER,3,16.867,,,,0.246,0.121,139.623,0.491
2012,7/17/12,8,2,ALNSER,4,30.763,,,,0.463,0.213,144.698,0.459
2012,7/17/12,8,2,ALNSER,5,16.770,,,,0.239,0.110,152.591,0.460
2012,7/17/12,8,2,ARUTEC,1,27.956,,,,0.308,0.156,179.207,0.506
2012,7/17/12,8,2,ARUTEC,2,27.361,,,,0.371,0.166,164.823,0.447
2012,7/17/12,8,2,ARUTEC,3,17.311,,,,0.215,0.097,178.462,0.451
2012,7/17/12,8,2,ARUTEC,4,17.703,,,,0.211,0.095,186.345,0.450
2012,7/17/12,8,2,ARUTEC,5,33.782,,,,0.466,0.211,160.102,0.453
2012,7/17/12,8,2,ARUTEC,6,23.520,,,,0.260,0.129,182.324,0.496
2012,7/17/12,8,2,ARUTEC,7,30.492,,,,0.470,0.198,154.001,0.421
2012,7/17/12,8,2,ARUTEC,8,15.399,,,,0.180,0.081,190.105,0.450
2012,7/17/12,8,2,CLEALN,1,19.120,,,,0.228,0.094,203.625,0.412
2012,7/17/12,8,2,CLEALN,2,8.302,,,,0.107,0.037,224.370,0.346
2012,7/17/12,8,2,CLEALN,3,9.946,,,,0.173,0.071,139.692,0.412
2012,7/17/12,8,2,CLEALN,4,6.263,,,,0.087,0.033,192.117,0.375
2012,7/17/12,8,2,CLEALN,5,15.381,,,,0.226,0.087,176.791,0.385
2012,7/17/12,8,2,CLEALN,6,14.242,,,,0.132,0.055,258.474,0.417
2012,7/17/12,8,2,CLEALN,7,12.948,,,,0.177,0.064,203.582,0.359
2012,7/17/12,8,2,CLEALN,8,10.000,,,,0.119,0.051,194.924,0.431
2012,7/17/12,8,2,EUPPIL,1,3.288,,,,0.072,0.014,236.540,0.193
2012,7/17/12,8,2,EUPPIL,2,3.238,,,,0.075,0.015,211.608,0.204
2012,7/17/12,8,2,EUPPIL,3,1.311,,,,0.026,0.004,304.884,0.165
2012,7/17/12,8,2,EUPPIL,4,2.160,,,,0.048,0.010,207.683,0.217
2012,7/17/12,8,2,EUPPIL,5,3.732,,,,0.088,0.016,228.957,0.185
2012,7/17/12,8,2,EUPROT,1,5.936,,,,0.127,0.041,145.125,0.322
2012,7/17/12,8,2,EUPROT,2,7.795,,,,0.165,0.053,147.070,0.321
2012,7/17/12,8,2,EUPROT,3,7.344,,,,0.149,0.050,148.054,0.333
2012,7/17/12,8,2,EUPROT,4,2.296,,,,0.054,0.015,150.065,0.283
2012,7/17/12,8,2,EUPROT,5,8.837,,,,0.215,0.065,135.118,0.304
2012,7/17/12,8,2,GAYFRO,1,8.325,,,,0.110,0.051,162.596,0.465
2012,7/17/12,8,2,GAYFRO,2,10.764,,,,0.132,0.069,156.001,0.523
2012,7/17/12,8,2,GAYFRO,3,12.227,,,,0.146,0.080,152.267,0.550
2012,7/17/12,8,2,GAYFRO,4,10.447,,,,0.126,0.060,173.530,0.478
2012,7/17/12,8,2,GAYFRO,5,14.613,,,,0.179,0.091,160.228,0.509
2012,7/17/12,8,2,GAYFRO,6,16.274,,,,0.204,0.101,161.772,0.493
2012,7/17/12,8,2,GAYFRO,7,14.488,,,,0.175,0.084,172.481,0.480
2012,7/17/12,8,2,GAYFRO,8,8.189,,,,0.095,0.048,169.534,0.508
2012,7/17/12,8,2,LYOLIG,1,4.599,,,,0.078,0.039,117.928,0.500
2012,7/17/12,8,2,LYOLIG,2,9.110,,,,0.148,0.077,118.462,0.520
2012,7/17/12,8,2,LYOLIG,3,14.758,,,,0.290,0.146,100.806,0.505
2012,7/17/12,8,2,LYOLIG,4,4.615,,,,0.088,0.034,135.741,0.386
2012,7/17/12,8,2,LYOLIG,5,19.078,,,,0.296,0.145,131.479,0.490
2012,7/17/12,8,2,LYOLIG,6,5.803,,,,0.114,0.059,98.694,0.516
2012,7/17/12,8,2,LYOLIG,7,12.978,,,,0.237,0.124,104.834,0.522
2012,7/17/12,8,2,LYOLIG,8,17.669,,,,0.218,0.115,153.375,0.528
2012,7/17/12,8,2,PINPAL,1,1.081,,,,0.055,0.015,71.125,0.276
2012,7/17/12,8,2,PINPAL,2,1.114,,,,0.050,0.014,77.361,0.288
2012,7/17/12,8,2,PINPAL,3,1.238,,,,0.065,0.017,72.421,0.263
2012,7/17/12,8,2,PINPAL,4,1.059,,,,0.055,0.015,72.027,0.267
2012,7/17/12,8,2,PINPAL,5,1.140,,,,0.059,0.016,72.133,0.268
2012,7/17/12,8,2,PINPAL,6,1.130,,,,0.054,0.016,71.955,0.291
2012,7/17/12,8,2,PINPAL,7,1.278,,,,0.064,0.017,77.424,0.258
2012,7/17/12,8,2,PINPAL,8,1.227,,,,0.069,0.018,67.027,0.265
2012,7/17/12,8,3,ANDGLO,1,4.761,,,,0.043,0.018,261.577,0.423
2012,7/17/12,8,3,ANDGLO,2,6.827,,,,0.079,0.032,212.685,0.406
2012,7/17/12,8,3,ANDGLO,3,8.147,,,,0.098,0.043,189.019,0.440
2012,7/17/12,8,3,ANDGLO,4,4.847,,,,0.065,0.027,182.887,0.408
2012,7/17/12,8,3,ANDGLO,5,6.557,,,,0.069,0.027,243.762,0.390
2012,7/17/12,8,3,ANDGLO,6,3.465,,,,0.034,0.015,229.464,0.444
2012,7/17/12,8,3,ANDGLO,7,7.479,,,,0.076,0.030,246.845,0.399
2012,7/17/12,8,3,ANDGLO,8,5.549,,,,0.058,0.026,213.415,0.448
2012,7/17/12,8,3,ARUTEC,1,15.914,,,,0.169,0.081,197.196,0.478
2012,7/17/12,8,3,ARUTEC,2,21.933,,,,0.343,0.126,174.345,0.367
2012,7/17/12,8,3,ARUTEC,3,26.061,,,,0.376,0.153,170.665,0.406
2012,7/17/12,8,3,ARUTEC,4,29.632,,,,0.443,0.171,173.795,0.385
2012,7/17/12,8,3,ARUTEC,5,13.671,,,,0.183,0.080,170.464,0.438
2012,7/17/12,8,3,ARUTEC,6,14.978,,,,0.175,0.080,187.693,0.456
2012,7/17/12,8,3,ARUTEC,7,16.762,,,,0.233,0.104,160.557,0.448
2012,7/17/12,8,3,ARUTEC,8,13.561,,,,0.146,0.074,183.996,0.505
2012,7/17/12,8,3,CLEALN,1,6.422,,,,0.098,0.035,184.003,0.356
2012,7/17/12,8,3,CLEALN,2,11.213,,,,0.157,0.057,198.451,0.360
2012,7/17/12,8,3,CLEALN,3,10.480,,,,0.161,0.056,187.812,0.347
2012,7/17/12,8,3,CLEALN,4,8.708,,,,0.143,0.054,160.967,0.378
2012,7/17/12,8,3,CLEALN,5,9.873,,,,0.133,0.045,220.870,0.336
2012,7/17/12,8,3,CLEALN,6,7.482,,,,0.118,0.042,178.140,0.356
2012,7/17/12,8,3,CLEALN,7,14.654,,,,0.234,0.087,169.413,0.370
2012,7/17/12,8,3,CLEALN,8,13.109,,,,0.191,0.071,184.638,0.372
2012,7/17/12,8,3,OSMCIN,1,11.943,,,,0.224,0.070,169.638,0.314
2012,7/17/12,8,3,OSMCIN,2,12.976,,,,0.253,0.078,167.003,0.307
2012,7/17/12,8,3,OSMCIN,3,8.442,,,,0.141,0.043,196.335,0.305
2012,7/17/12,8,3,OSMCIN,4,8.488,,,,0.121,0.036,236.423,0.297
2012,7/17/12,8,3,OSMCIN,5,6.811,,,,0.114,0.037,182.123,0.328
2012,7/17/12,8,3,OSMCIN,6,11.472,,,,0.207,0.065,176.485,0.314
2012,7/17/12,8,3,OSMCIN,7,7.871,,,,0.125,0.035,224.248,0.281
2012,7/17/12,8,3,OSMCIN,8,11.397,,,,0.217,0.066,172.154,0.305
2012,7/17/12,8,3,PERPAL,1,23.519,,,,0.463,0.241,97.589,0.521
2012,7/17/12,8,3,PERPAL,2,20.681,,,,0.455,0.221,93.747,0.485
2012,7/17/12,8,3,PERPAL,3,18.015,,,,0.368,0.187,96.390,0.508
2012,7/17/12,8,3,PERPAL,4,11.534,,,,0.224,0.131,87.779,0.587
2012,7/17/12,8,3,PERPAL,5,24.272,,,,0.506,0.266,91.248,0.526
2012,7/17/12,8,3,PERPAL,6,16.932,,,,0.361,0.188,90.159,0.520
2012,7/17/12,8,3,PERPAL,7,30.772,,,,0.666,0.324,95.122,0.486
2012,7/17/12,8,3,PERPAL,8,12.023,,,,0.250,0.133,90.467,0.532
2012,7/17/12,8,4,ARUTEC,1,26.419,,,,0.277,0.142,186.046,0.513
2012,7/17/12,8,4,ARUTEC,2,26.123,,,,0.317,0.140,187.261,0.440
2012,7/17/12,8,4,ARUTEC,3,35.639,,,,0.462,0.200,178.104,0.433
2012,7/17/12,8,4,ARUTEC,4,23.003,,,,0.259,0.112,205.021,0.433
2012,7/17/12,8,4,ARUTEC,5,26.916,,,,0.293,0.140,192.118,0.478
2012,7/17/12,8,4,ARUTEC,6,16.661,,,,0.174,0.075,221.264,0.433
2012,7/17/12,8,4,ARUTEC,7,22.876,,,,0.269,0.123,186.132,0.457
2012,7/17/12,8,4,ARUTEC,8,19.225,,,,0.210,0.101,189.968,0.482
2012,7/17/12,8,4,CLEALN,1,15.478,,,,0.171,0.054,287.156,0.315
2012,7/17/12,8,4,CLEALN,2,13.512,,,,0.173,0.061,221.870,0.352
2012,7/17/12,8,4,CLEALN,3,8.379,,,,0.111,0.040,208.950,0.361
2012,7/17/12,8,4,CLEALN,4,16.214,,,,0.197,0.072,224.886,0.366
2012,7/17/12,8,4,CLEALN,5,12.445,,,,0.166,0.059,210.929,0.355
2012,7/17/12,8,4,CLEALN,6,11.759,,,,0.129,0.048,244.983,0.372
2012,7/17/12,8,4,CLEALN,7,9.555,,,,0.118,0.042,230.239,0.352
2012,7/17/12,8,4,CLEALN,8,8.302,,,,0.093,0.028,298.622,0.299
2012,7/17/12,8,4,GAYFRO,1,16.239,,,,0.203,0.086,188.607,0.424
2012,7/17/12,8,4,GAYFRO,2,14.634,,,,0.209,0.085,173.186,0.404
2012,7/17/12,8,4,GAYFRO,3,8.230,,,,0.107,0.047,175.471,0.438
2012,7/17/12,8,4,GAYFRO,4,9.336,,,,0.095,0.042,222.821,0.441
2012,7/17/12,8,4,GAYFRO,5,11.630,,,,0.156,0.061,189.412,0.394
2012,7/17/12,8,4,GAYFRO,6,14.462,,,,0.201,0.079,183.057,0.393
2012,7/17/12,8,4,GAYFRO,7,14.708,,,,0.209,0.098,150.392,0.468
2012,7/17/12,8,4,GAYFRO,8,12.916,,,,0.171,0.064,201.809,0.374
2012,7/17/12,8,4,ILEGLA,1,5.669,,,,0.126,0.047,121.394,0.371
2012,7/17/12,8,4,ILEGLA,2,7.123,,,,0.150,0.057,125.412,0.379
2012,7/17/12,8,4,ILEGLA,3,3.494,,,,0.078,0.034,101.555,0.441
2012,7/17/12,8,4,ILEGLA,4,5.421,,,,0.116,0.044,122.099,0.383
2012,7/17/12,8,4,ILEGLA,5,4.043,,,,0.087,0.035,116.164,0.400
2012,7/17/12,8,4,ILEGLA,6,4.235,,,,0.098,0.039,108.033,0.400
2012,7/17/12,8,4,ILEGLA,7,5.196,,,,0.132,0.059,88.672,0.444
2012,7/17/12,8,4,ILEGLA,8,4.127,,,,0.121,0.051,80.924,0.421
2012,7/17/12,8,4,PERPAL,1,34.748,,,,0.651,0.310,112.271,0.475
2012,7/17/12,8,4,PERPAL,2,24.738,,,,0.527,0.264,93.777,0.501
2012,7/17/12,8,4,PERPAL,3,21.769,,,,0.406,0.180,121.274,0.442
2012,7/17/12,8,4,PERPAL,4,28.636,,,,0.616,0.305,94.012,0.494
2012,7/17/12,8,4,PERPAL,5,26.573,,,,0.513,0.226,117.839,0.440
2012,7/17/12,8,4,PERPAL,6,23.479,,,,0.570,0.264,89.104,0.462
2012,7/17/12,8,4,PERPAL,7,26.415,,,,0.531,0.269,98.343,0.506
2012,7/17/12,8,4,PERPAL,8,54.350,,,,1.202,0.571,95.250,0.475
2012,7/17/12,8,5,CLEALN,1,13.420,,,,0.171,0.068,198.813,0.395
2012,7/17/12,8,5,CLEALN,2,12.937,,,,0.189,0.064,203.731,0.336
2012,7/17/12,8,5,CLEALN,3,10.378,,,,0.112,0.035,299.945,0.309
2012,7/17/12,8,5,CLEALN,4,16.005,,,,0.194,0.064,249.683,0.330
2012,7/17/12,8,5,CLEALN,5,9.421,,,,0.122,0.044,216.080,0.357
2012,7/17/12,8,5,CLEALN,6,10.939,,,,0.157,0.061,180.518,0.386
2012,7/17/12,8,5,CLEALN,7,8.156,,,,0.108,0.038,214.621,0.352
2012,7/17/12,8,5,CLEALN,8,7.888,,,,0.105,0.041,191.927,0.391
2012,7/17/12,8,5,ILEGLA,1,5.089,,,,0.150,0.062,82.743,0.410
2012,7/17/12,8,5,ILEGLA,2,5.437,,,,0.129,0.051,106.602,0.395
2012,7/17/12,8,5,ILEGLA,3,2.875,,,,0.067,0.030,95.843,0.448
2012,7/17/12,8,5,ILEGLA,4,4.513,,,,0.122,0.052,86.948,0.425
2012,7/17/12,8,5,ILEGLA,5,3.661,,,,0.099,0.039,94.839,0.390
2012,7/17/12,8,5,ILEGLA,6,4.738,,,,0.111,0.049,97.298,0.439
2012,7/17/12,8,5,ILEGLA,7,3.356,,,,0.090,0.035,94.794,0.393
2012,7/17/12,8,5,ILEGLA,8,2.731,,,,0.061,0.025,110.105,0.407
2012,7/17/12,8,5,MAGVIR,1,106.236,,,,2.001,0.864,122.902,0.432
2012,7/17/12,8,5,MAGVIR,2,95.299,,,,2.004,0.742,128.522,0.370
2012,7/17/12,8,5,MAGVIR,3,52.154,,,,1.032,0.369,141.185,0.358
2012,7/17/12,8,5,MAGVIR,4,38.003,,,,0.791,0.285,133.297,0.360
2012,7/17/12,8,5,MAGVIR,5,73.640,,,,1.575,0.581,126.660,0.369
2012,7/17/12,8,5,MAGVIR,6,48.883,,,,0.864,0.307,159.176,0.355
2012,7/17/12,8,5,MAGVIR,7,61.844,,,,1.062,0.354,174.949,0.333
2012,7/17/12,8,5,MAGVIR,8,52.659,,,,0.889,0.300,175.765,0.337
2012,7/17/12,8,5,PERPAL,1,23.792,,,,0.522,0.246,96.754,0.471
2012,7/17/12,8,5,PERPAL,2,35.850,,,,0.760,0.355,101.070,0.467
2012,7/17/12,8,5,PERPAL,3,20.630,,,,0.355,0.162,127.348,0.456
2012,7/17/12,8,5,PERPAL,4,36.507,,,,0.726,0.345,105.788,0.475
2012,7/17/12,8,5,PERPAL,5,18.284,,,,0.381,0.181,100.906,0.476
2012,7/17/12,8,5,PERPAL,6,34.992,,,,0.685,0.320,109.487,0.467
2012,7/17/12,8,5,PERPAL,7,28.923,,,,0.574,0.254,113.735,0.443
2012,7/17/12,8,5,PERPAL,8,28.082,,,,0.531,0.239,117.496,0.450
2012,7/17/12,8,6,ACERUB,1,14.044,,,,0.163,0.072,195.865,0.440
