"Year","Month","Day","Date","RF"
2012,2,13,"2/13/2012","105.7"
2012,2,14,"2/14/2012","104.8"
2012,2,15,"2/15/2012","102"
2012,2,16,"2/16/2012","100.8"
2012,2,17,"2/17/2012","101.3"
2012,2,18,"2/18/2012","101.7"
2012,2,19,"2/19/2012","102.9"
2012,2,20,"2/20/2012","108.7"
2012,2,21,"2/21/2012","101"
2012,2,22,"2/22/2012","102"
2012,2,23,"2/23/2012","101.2"
2012,2,24,"2/24/2012","106.7"
2012,2,25,"2/25/2012","105.9"
2012,2,26,"2/26/2012","104.9"
2012,2,27,"2/27/2012","103.5"
2012,2,28,"2/28/2012","101.3"
2012,2,29,"2/29/2012","100.2"
2012,3,1,"3/1/2012","101.6"
2012,3,2,"3/2/2012","106.3"
2012,3,3,"3/3/2012","114.5"
2012,3,4,"3/4/2012","118.2"
2012,3,5,"3/5/2012","129.5"
2012,3,6,"3/6/2012","136"
2012,3,7,"3/7/2012","133.7"
2012,3,8,"3/8/2012","137.5"
2012,3,9,"3/9/2012","143.5"
2012,3,10,"3/10/2012","146.9"
2012,3,11,"3/11/2012","129.5"
2012,3,12,"3/12/2012","113.5"
2012,3,13,"3/13/2012","139"
2012,3,14,"3/14/2012","117.5"
2012,3,15,"3/15/2012","109.4"
2012,3,16,"3/16/2012","97.6"
2012,3,17,"3/17/2012","101.4"
2012,3,18,"3/18/2012","101.1"
2012,3,19,"3/19/2012","100.9"
2012,3,20,"3/20/2012","98.8"
2012,3,21,"3/21/2012","99.2"
2012,3,22,"3/22/2012","101.7"
2012,3,23,"3/23/2012","104.2"
2012,3,24,"3/24/2012","102.1"
2012,3,25,"3/25/2012","100.8"
2012,3,26,"3/26/2012","101.9"
2012,3,27,"3/27/2012","105.2"
2012,3,28,"3/28/2012","106.6"
2012,3,29,"3/29/2012","111.2"
2012,3,30,"3/30/2012","110.4"
2012,3,31,"3/31/2012","109.9"
2012,4,1,"4/1/2012","107.2"
2012,4,2,"4/2/2012","105.9"
2012,4,3,"4/3/2012","103.6"
2012,4,4,"4/4/2012","102.1"
2012,4,5,"4/5/2012","101"
2012,4,6,"4/6/2012","97.6"
2012,4,7,"4/7/2012","98.7"
2012,4,8,"4/8/2012","93.5"
2012,4,9,"4/9/2012","94.9"
2012,4,10,"4/10/2012","93.7"
2012,4,11,"4/11/2012","93.8"
2012,4,12,"4/12/2012","95.8"
2012,4,13,"4/13/2012","98.3"
2012,4,14,"4/14/2012","98.8"
2012,4,15,"4/15/2012","102.4"
2012,4,16,"4/16/2012","108.8"
2012,4,17,"4/17/2012","114.7"
2012,4,18,"4/18/2012","122.6"
2012,4,19,"4/19/2012","139.1"
2012,4,20,"4/20/2012","143.1"
2012,4,21,"4/21/2012","150.6"
2012,4,22,"4/22/2012","149.5"
2012,4,23,"4/23/2012","143.4"
2012,4,24,"4/24/2012","135.2"
2012,4,25,"4/25/2012","128.8"
2012,4,26,"4/26/2012","120.7"
2012,4,27,"4/27/2012","119.5"
2012,4,28,"4/28/2012","122.8"
2012,4,29,"4/29/2012","117.7"
2012,4,30,"4/30/2012","115.9"
2012,5,1,"5/1/2012","111.6"
2012,5,2,"5/2/2012","117.4"
2012,5,3,"5/3/2012","115.9"
2012,5,4,"5/4/2012","115.9"
2012,5,5,"5/5/2012","118.1"
2012,5,6,"5/6/2012","119.4"
2012,5,7,"5/7/2012","123.9"
2012,5,8,"5/8/2012","125.1"
2012,5,9,"5/9/2012","129.8"
2012,5,10,"5/10/2012","133.3"
2012,5,11,"5/11/2012","139.2"
2012,5,12,"5/12/2012","132.2"
2012,5,13,"5/13/2012","133.3"
2012,5,14,"5/14/2012","132.9"
2012,5,15,"5/15/2012","131.9"
2012,5,16,"5/16/2012","133.9"
2012,5,17,"5/17/2012","139.5"
2012,5,18,"5/18/2012","135.3"
2012,5,19,"5/19/2012","134.1"
2012,5,20,"5/20/2012","134"
2012,5,21,"5/21/2012","128.2"
2012,5,22,"5/22/2012","124.3"
2012,5,23,"5/23/2012","120.2"
2012,5,24,"5/24/2012","118.5"
2012,5,25,"5/25/2012","120.3"
2012,5,26,"5/26/2012","112.9"
2012,5,27,"5/27/2012","113.7"
2012,5,28,"5/28/2012","113.3"
2012,5,29,"5/29/2012","109.3"
2012,5,30,"5/30/2012","114.1"
2012,5,31,"5/31/2012","120.6"
2012,6,1,"6/1/2012","132.2"
2012,6,2,"6/2/2012","132.9"
2012,6,3,"6/3/2012","133.2"
2012,6,4,"6/4/2012","131.9"
2012,6,5,"6/5/2012","142.8"
2012,6,6,"6/6/2012","156.4"
2012,6,7,"6/7/2012","132.1"
2012,6,8,"6/8/2012","127.9"
2012,6,9,"6/9/2012","132.3"
2012,6,10,"6/10/2012","132.3"
2012,6,11,"6/11/2012","138.1"
2012,6,12,"6/12/2012","145.8"
2012,6,13,"6/13/2012","147.3"
2012,6,14,"6/14/2012","153.3"
2012,6,15,"6/15/2012","149.6"
2012,6,16,"6/16/2012","138.8"
2012,6,17,"6/17/2012","128"
2012,6,18,"6/18/2012","121.9"
2012,6,19,"6/19/2012","113.5"
2012,6,20,"6/20/2012","107.1"
2012,6,21,"6/21/2012","100.9"
2012,6,22,"6/22/2012","91.4"
2012,6,23,"6/23/2012","86.8"
2012,6,24,"6/24/2012","88.1"
2012,6,25,"6/25/2012","91.5"
2012,6,26,"6/26/2012","102.5"
2012,6,27,"6/27/2012","109.9"
2012,6,28,"6/28/2012","123.7"
2012,6,29,"6/29/2012","121.3"
2012,6,30,"6/30/2012","128.2"
2012,7,1,"7/1/2012","137.9"
2012,7,2,"7/2/2012","171.4"
2012,7,3,"7/3/2012","150.7"
2012,7,4,"7/4/2012","168.6"
2012,7,5,"7/5/2012","170.1"
2012,7,6,"7/6/2012","163"
2012,7,7,"7/7/2012","163.7"
2012,7,8,"7/8/2012","183.7"
2012,7,9,"7/9/2012","179.6"
2012,7,10,"7/10/2012","179.2"
2012,7,11,"7/11/2012","167.1"
2012,7,12,"7/12/2012","170.9"
2012,7,13,"7/13/2012","152.1"
2012,7,14,"7/14/2012","152.8"
2012,7,15,"7/15/2012","145.1"
2012,7,16,"7/16/2012","159.5"
2012,7,17,"7/17/2012","131.7"
2012,7,18,"7/18/2012","113.1"
2012,7,19,"7/19/2012","103.2"
2012,7,20,"7/20/2012","95.3"
2012,7,21,"7/21/2012","92.8"
2012,7,22,"7/22/2012","96.7"
2012,7,23,"7/23/2012","99.8"
2012,7,24,"7/24/2012","105.7"
2012,7,25,"7/25/2012","108.7"
2012,7,26,"7/26/2012","118.3"
2012,7,27,"7/27/2012","127.1"
2012,7,28,"7/28/2012","130.5"
2012,7,29,"7/29/2012","135.4"
2012,7,30,"7/30/2012","140.1"
2012,7,31,"7/31/2012","144"
2012,8,1,"8/1/2012","154.6"
2012,8,2,"8/2/2012","138.6"
2012,8,3,"8/3/2012","143.8"
2012,8,4,"8/4/2012","142.7"
2012,8,5,"8/5/2012","137.9"
2012,8,6,"8/6/2012","137.9"
2012,8,7,"8/7/2012","132.1"
2012,8,8,"8/8/2012","137"
2012,8,9,"8/9/2012","134.8"
2012,8,10,"8/10/2012","128.8"
2012,8,11,"8/11/2012","123"
2012,8,12,"8/12/2012","115.3"
2012,8,13,"8/13/2012","110.9"
2012,8,14,"8/14/2012","108.5"
2012,8,15,"8/15/2012","103.2"
2012,8,16,"8/16/2012","100.8"
2012,8,17,"8/17/2012","97.5"
2012,8,18,"8/18/2012","99.4"
2012,8,19,"8/19/2012","98.5"
2012,8,20,"8/20/2012","98.5"
2012,8,21,"8/21/2012","96.4"
2012,8,22,"8/22/2012","96.9"
2012,8,23,"8/23/2012","98.8"
2012,8,24,"8/24/2012","106.4"
2012,8,25,"8/25/2012","108.1"
2012,8,26,"8/26/2012","115.6"
2012,8,27,"8/27/2012","113.7"
2012,8,28,"8/28/2012","113.4"
2012,8,29,"8/29/2012","120.6"
2012,8,30,"8/30/2012","130.2"
2012,8,31,"8/31/2012","132.9"
2012,9,1,"9/1/2012","148.2"
2012,9,2,"9/2/2012","144.7"
2012,9,3,"9/3/2012","144"
2012,9,4,"9/4/2012","139.9"
2012,9,5,"9/5/2012","134.9"
2012,9,6,"9/6/2012","130"
2012,9,7,"9/7/2012","135.4"
2012,9,8,"9/8/2012","130.5"
2012,9,9,"9/9/2012","124.8"
2012,9,10,"9/10/2012","112.8"
2012,9,11,"9/11/2012","106.4"
2012,9,12,"9/12/2012","103.8"
2012,9,13,"9/13/2012","100.3"
2012,9,14,"9/14/2012","101.7"
2012,9,15,"9/15/2012","98.6"
2012,9,16,"9/16/2012","98.3"
2012,9,17,"9/17/2012","102.5"
2012,9,18,"9/18/2012","105.3"
2012,9,19,"9/19/2012","110.8"
2012,9,20,"9/20/2012","118.4"
2012,9,21,"9/21/2012","117.8"
2012,9,22,"9/22/2012","125.3"
2012,9,23,"9/23/2012","134.4"
2012,9,24,"9/24/2012","137.4"
2012,9,25,"9/25/2012","140.6"
2012,9,26,"9/26/2012","139.9"
2012,9,27,"9/27/2012","133.8"
2012,9,28,"9/28/2012","138.3"
2012,9,29,"9/29/2012","136.4"
2012,9,30,"9/30/2012","135.9"
2012,10,1,"10/1/2012","128.3"
2012,10,2,"10/2/2012","118.3"
2012,10,3,"10/3/2012","111.8"
2012,10,4,"10/4/2012","109.5"
2012,10,5,"10/5/2012","106.1"
2012,10,6,"10/6/2012","98.7"
2012,10,7,"10/7/2012","97.9"
2012,10,8,"10/8/2012","103.2"
2012,10,9,"10/9/2012","105.9"
2012,10,10,"10/10/2012","111.6"
2012,10,11,"10/11/2012","116.2"
2012,10,12,"10/12/2012","121.3"
2012,10,13,"10/13/2012","124.3"
2012,10,14,"10/14/2012","131.3"
2012,10,15,"10/15/2012","135.9"
2012,10,16,"10/16/2012","136.1"
2012,10,17,"10/17/2012","134.1"
2012,10,18,"10/18/2012","136.5"
2012,10,19,"10/19/2012","140.3"
2012,10,20,"10/20/2012","150.1"
2012,10,21,"10/21/2012","142.8"
2012,10,22,"10/22/2012","153.9"
2012,10,23,"10/23/2012","140.1"
2012,10,24,"10/24/2012","134.1"
2012,10,25,"10/25/2012","128.5"
2012,10,26,"10/26/2012","129.1"
2012,10,27,"10/27/2012","120.2"
2012,10,28,"10/28/2012","115.4"
2012,10,29,"10/29/2012","106.9"
2012,10,30,"10/30/2012","104.8"
2012,10,31,"10/31/2012","102.7"
2012,11,1,"11/1/2012","96.8"
2012,11,2,"11/2/2012","94.9"
2012,11,3,"11/3/2012","91.8"
2012,11,4,"11/4/2012","93.4"
2012,11,5,"11/5/2012","94.9"
2012,11,6,"11/6/2012","96.9"
2012,11,7,"11/7/2012","99.8"
2012,11,8,"11/8/2012","102.2"
2012,11,9,"11/9/2012","112.9"
2012,11,10,"11/10/2012","119.8"
2012,11,11,"11/11/2012","130.6"
2012,11,12,"11/12/2012","140.8"
2012,11,13,"11/13/2012","143.1"
2012,11,14,"11/14/2012","139.1"
2012,11,15,"11/15/2012","138.6"
2012,11,16,"11/16/2012","135.2"
2012,11,17,"11/17/2012","132.4"
2012,11,18,"11/18/2012","137.7"
2012,11,19,"11/19/2012","130.7"
2012,11,20,"11/20/2012","137.8"
2012,11,21,"11/21/2012","137"
2012,11,22,"11/22/2012","124.5"
2012,11,23,"11/23/2012","123.5"
2012,11,24,"11/24/2012","115"
2012,11,25,"11/25/2012","118.4"
2012,11,26,"11/26/2012","118.6"
2012,11,27,"11/27/2012","114"
2012,11,28,"11/28/2012","111.2"
2012,11,29,"11/29/2012","110"
2012,11,30,"11/30/2012","107.5"
2012,12,1,"12/1/2012","98.8"
2012,12,2,"12/2/2012","94.9"
2012,12,3,"12/3/2012","93.9"
2012,12,4,"12/4/2012","93.4"
2012,12,5,"12/5/2012","92.7"
2012,12,6,"12/6/2012","94.6"
2012,12,7,"12/7/2012","94.2"
2012,12,8,"12/8/2012","98.1"
2012,12,9,"12/9/2012","100.6"
2012,12,10,"12/10/2012","100.9"
2012,12,11,"12/11/2012","100.5"
2012,12,12,"12/12/2012","108.4"
2012,12,13,"12/13/2012","113"
2012,12,14,"12/14/2012","115.5"
2012,12,15,"12/15/2012","118.5"
2012,12,16,"12/16/2012","115.8"
2012,12,17,"12/17/2012","111.3"
2012,12,18,"12/18/2012","112.5"
2012,12,19,"12/19/2012","109.8"
2012,12,20,"12/20/2012","110.4"
2012,12,21,"12/21/2012","110.9"
2012,12,22,"12/22/2012","111.6"
2012,12,23,"12/23/2012","110.4"
2012,12,24,"12/24/2012","109.4"
2012,12,25,"12/25/2012","109.3"
2012,12,26,"12/26/2012","106.2"
2012,12,27,"12/27/2012","103.2"
2012,12,28,"12/28/2012","102.3"
2012,12,29,"12/29/2012","100.9"
2012,12,30,"12/30/2012","103.2"
2012,12,31,"12/31/2012","109.8"
2013,1,1,"1/1/2013","113.9"
2013,1,2,"1/2/2013","115"
2013,1,3,"1/3/2013","124.6"
2013,1,4,"1/4/2013","138.4"
2013,1,5,"1/5/2013","140.3"
2013,1,6,"1/6/2013","137.5"
2013,1,7,"1/7/2013","144.8"
2013,1,8,"1/8/2013","150.5"
2013,1,9,"1/9/2013","163.8"
2013,1,10,"1/10/2013","168.2"
2013,1,11,"1/11/2013","166.7"
2013,1,12,"1/12/2013","163"
2013,1,13,"1/13/2013","151.4"
2013,1,14,"1/14/2013","149.1"
2013,1,15,"1/15/2013","135.2"
2013,1,16,"1/16/2013","132.6"
2013,1,17,"1/17/2013","118.8"
2013,1,18,"1/18/2013","111.5"
2013,1,19,"1/19/2013","103.3"
2013,1,20,"1/20/2013","103.2"
2013,1,21,"1/21/2013","104.9"
2013,1,22,"1/22/2013","106.9"
2013,1,23,"1/23/2013","101.6"
2013,1,24,"1/24/2013","100.2"
2013,1,25,"1/25/2013","97.5"
2013,1,26,"1/26/2013","96.3"
2013,1,27,"1/27/2013","94.7"
2013,1,28,"1/28/2013","94.7"
2013,1,29,"1/29/2013","92.6"
2013,1,30,"1/30/2013","93.8"
2013,1,31,"1/31/2013","99.7"
2013,2,1,"2/1/2013","100.7"
2013,2,2,"2/2/2013","108.6"
2013,2,3,"2/3/2013","107.9"
2013,2,4,"2/4/2013","103.7"
2013,2,5,"2/5/2013","102.2"
2013,2,6,"2/6/2013","100.7"
2013,2,7,"2/7/2013","100"
2013,2,8,"2/8/2013","101.4"
2013,2,9,"2/9/2013","104.8"
2013,2,10,"2/10/2013","103.2"
2013,2,11,"2/11/2013","102.5"
2013,2,12,"2/12/2013","99.2"
2013,2,13,"2/13/2013","97.8"
2013,2,14,"2/14/2013","97"
2013,2,15,"2/15/2013","97.7"
2013,2,16,"2/16/2013","100.8"
2013,2,17,"2/17/2013","103.1"
2013,2,18,"2/18/2013","102.3"
2013,2,19,"2/19/2013","109.9"
2013,2,20,"2/20/2013","111"
2013,2,21,"2/21/2013","106.2"
2013,2,22,"2/22/2013","104.7"
2013,2,23,"2/23/2013","97.5"
2013,2,24,"2/24/2013","93"
2013,2,25,"2/25/2013","93.5"
2013,2,26,"2/26/2013","96.8"
2013,2,27,"2/27/2013","100"
2013,2,28,"2/28/2013","103.6"
2013,3,1,"3/1/2013","110.6"
2013,3,2,"3/2/2013","109.1"
2013,3,3,"3/3/2013","110.1"
2013,3,4,"3/4/2013","112.4"
2013,3,5,"3/5/2013","116.6"
2013,3,6,"3/6/2013","112.6"
2013,3,7,"3/7/2013","112.1"
2013,3,8,"3/8/2013","113.3"
2013,3,9,"3/9/2013","114.6"
2013,3,10,"3/10/2013","117.7"
2013,3,11,"3/11/2013","118.2"
2013,3,12,"3/12/2013","121.5"
2013,3,13,"3/13/2013","121.5"
2013,3,14,"3/14/2013","121.5"
2013,3,15,"3/15/2013","121.8"
2013,3,16,"3/16/2013","124.8"
2013,3,17,"3/17/2013","124.5"
2013,3,18,"3/18/2013","116.6"
2013,3,19,"3/19/2013","109.5"
2013,3,20,"3/20/2013","106.7"
2013,3,21,"3/21/2013","105.3"
2013,3,22,"3/22/2013","100.2"
2013,3,23,"3/23/2013","97.6"
2013,3,24,"3/24/2013","95.4"
2013,3,25,"3/25/2013","92.2"
2013,3,26,"3/26/2013","92"
2013,3,27,"3/27/2013","92.6"
2013,3,28,"3/28/2013","98.3"
2013,3,29,"3/29/2013","104.8"
2013,3,30,"3/30/2013","108.2"
2013,3,31,"3/31/2013","113.1"
2013,4,1,"4/1/2013","119"
2013,4,2,"4/2/2013","122.1"
2013,4,3,"4/3/2013","127"
2013,4,4,"4/4/2013","128.6"
2013,4,5,"4/5/2013","134.5"
2013,4,6,"4/6/2013","137.3"
2013,4,7,"4/7/2013","138.2"
2013,4,8,"4/8/2013","139.6"
2013,4,9,"4/9/2013","147"
2013,4,10,"4/10/2013","148.6"
2013,4,11,"4/11/2013","137.8"
2013,4,12,"4/12/2013","138.6"
2013,4,13,"4/13/2013","125.8"
2013,4,14,"4/14/2013","117.5"
2013,4,15,"4/15/2013","114.1"
2013,4,16,"4/16/2013","114.1"
2013,4,17,"4/17/2013","107.1"
2013,4,18,"4/18/2013","105.9"
2013,4,19,"4/19/2013","100.3"
2013,4,20,"4/20/2013","105.9"
2013,4,21,"4/21/2013","110.5"
2013,4,22,"4/22/2013","114.1"
2013,4,23,"4/23/2013","118.8"
2013,4,24,"4/24/2013","116.1"
2013,4,25,"4/25/2013","120.7"
2013,4,26,"4/26/2013","123.5"
2013,4,27,"4/27/2013","128.8"
2013,4,28,"4/28/2013","133.5"
2013,4,29,"4/29/2013","144.5"
2013,4,30,"4/30/2013","156.7"
2013,5,1,"5/1/2013","161.7"
2013,5,2,"5/2/2013","151.8"
2013,5,3,"5/3/2013","150.4"
2013,5,4,"5/4/2013","144.1"
2013,5,5,"5/5/2013","139.5"
2013,5,6,"5/6/2013","133"
2013,5,7,"5/7/2013","131.1"
2013,5,8,"5/8/2013","129.3"
2013,5,9,"5/9/2013","130.9"
2013,5,10,"5/10/2013","127.3"
2013,5,11,"5/11/2013","139.4"
2013,5,12,"5/12/2013","150.4"
2013,5,13,"5/13/2013","153.5"
2013,5,14,"5/14/2013","151.1"
2013,5,15,"5/15/2013","148.8"
2013,5,16,"5/16/2013","148"
2013,5,17,"5/17/2013","139.6"
2013,5,18,"5/18/2013","135.2"
2013,5,19,"5/19/2013","138.5"
2013,5,20,"5/20/2013","135.2"
2013,5,21,"5/21/2013","128.4"
2013,5,22,"5/22/2013","136.7"
2013,5,23,"5/23/2013","137.9"
2013,5,24,"5/24/2013","130.6"
2013,5,25,"5/25/2013","124.5"
2013,5,26,"5/26/2013","123.2"
2013,5,27,"5/27/2013","113.1"
2013,5,28,"5/28/2013","107.6"
2013,5,29,"5/29/2013","109.8"
2013,5,30,"5/30/2013","106.9"
2013,5,31,"5/31/2013","104.7"
2013,6,1,"6/1/2013","108.8"
2013,6,2,"6/2/2013","114.1"
2013,6,3,"6/3/2013","115"
2013,6,4,"6/4/2013","113.1"
2013,6,5,"6/5/2013","112.1"
2013,6,6,"6/6/2013","112.3"
2013,6,7,"6/7/2013","113.1"
2013,6,8,"6/8/2013","106.3"
2013,6,9,"6/9/2013","99"
2013,6,10,"6/10/2013","96.2"
2013,6,11,"6/11/2013","92.3"
2013,6,12,"6/12/2013","96.2"
2013,6,13,"6/13/2013","102"
2013,6,14,"6/14/2013","112.6"
2013,6,15,"6/15/2013","114.5"
2013,6,16,"6/16/2013","119.7"
2013,6,17,"6/17/2013","127.8"
2013,6,18,"6/18/2013","128.8"
2013,6,19,"6/19/2013","127.4"
2013,6,20,"6/20/2013","130.5"
2013,6,21,"6/21/2013","137.6"
2013,6,22,"6/22/2013","134.2"
2013,6,23,"6/23/2013","132.4"
2013,6,24,"6/24/2013","124.6"
2013,6,25,"6/25/2013","112.9"
2013,6,26,"6/26/2013","110.1"
2013,6,27,"6/27/2013","102.9"
2013,6,28,"6/28/2013","104.3"
2013,6,29,"6/29/2013","103.6"
2013,6,30,"6/30/2013","106.3"
2013,7,1,"7/1/2013","111.4"
2013,7,2,"7/2/2013","118.1"
2013,7,3,"7/3/2013","128.7"
2013,7,4,"7/4/2013","142.3"
2013,7,5,"7/5/2013","145.6"
2013,7,6,"7/6/2013","138.7"
2013,7,7,"7/7/2013","129.8"
2013,7,8,"7/8/2013","123.3"
2013,7,9,"7/9/2013","124"
2013,7,10,"7/10/2013","121.9"
2013,7,11,"7/11/2013","117.1"
2013,7,12,"7/12/2013","121.6"
2013,7,13,"7/13/2013","117.8"
2013,7,14,"7/14/2013","116.7"
2013,7,15,"7/15/2013","117.9"
2013,7,16,"7/16/2013","117.6"
2013,7,17,"7/17/2013","114.9"
2013,7,18,"7/18/2013","118.6"
2013,7,19,"7/19/2013","117.3"
2013,7,20,"7/20/2013","116.1"
2013,7,21,"7/21/2013","112.9"
2013,7,22,"7/22/2013","113.4"
2013,7,23,"7/23/2013","110.1"
2013,7,24,"7/24/2013","111"
2013,7,25,"7/25/2013","110.3"
2013,7,26,"7/26/2013","112.9"
2013,7,27,"7/27/2013","111.3"
2013,7,28,"7/28/2013","112.7"
2013,7,29,"7/29/2013","115.6"
2013,7,30,"7/30/2013","116.5"
2013,7,31,"7/31/2013","112"
2013,8,1,"8/1/2013","115.4"
2013,8,2,"8/2/2013","116.2"
2013,8,3,"8/3/2013","110.5"
2013,8,4,"8/4/2013","107.9"
2013,8,5,"8/5/2013","107.3"
2013,8,6,"8/6/2013","106.8"
2013,8,7,"8/7/2013","108.5"
2013,8,8,"8/8/2013","107.3"
2013,8,9,"8/9/2013","106.5"
2013,8,10,"8/10/2013","105.3"
2013,8,11,"8/11/2013","113.4"
2013,8,12,"8/12/2013","117.2"
2013,8,13,"8/13/2013","125.1"
2013,8,14,"8/14/2013","128.5"
2013,8,15,"8/15/2013","125.8"
2013,8,16,"8/16/2013","122.9"
2013,8,17,"8/17/2013","153.4"
2013,8,18,"8/18/2013","129.2"
2013,8,19,"8/19/2013","131.4"
2013,8,20,"8/20/2013","134.6"
2013,8,21,"8/21/2013","133.4"
2013,8,22,"8/22/2013","134.5"
2013,8,23,"8/23/2013","126.8"
2013,8,24,"8/24/2013","119.9"
2013,8,25,"8/25/2013","115"
2013,8,26,"8/26/2013","113.5"
2013,8,27,"8/27/2013","111.9"
2013,8,28,"8/28/2013","110.3"
2013,8,29,"8/29/2013","111"
2013,8,30,"8/30/2013","109.5"
2013,8,31,"8/31/2013","109.5"
2013,9,1,"9/1/2013","105.6"
2013,9,2,"9/2/2013","107.5"
2013,9,3,"9/3/2013","107.9"
2013,9,4,"9/4/2013","111.1"
2013,9,5,"9/5/2013","111.9"
2013,9,6,"9/6/2013","102.9"
2013,9,7,"9/7/2013","100"
2013,9,8,"9/8/2013","97.1"
2013,9,9,"9/9/2013","95.6"
2013,9,10,"9/10/2013","96.2"
2013,9,11,"9/11/2013","94.1"
2013,9,12,"9/12/2013","94.1"
2013,9,13,"9/13/2013","92.7"
2013,9,14,"9/14/2013","93.6"
2013,9,15,"9/15/2013","93.8"
2013,9,16,"9/16/2013","95.5"
2013,9,17,"9/17/2013","99.7"
2013,9,18,"9/18/2013","105.1"
2013,9,19,"9/19/2013","108.9"
2013,9,20,"9/20/2013","110"
2013,9,21,"9/21/2013","111.2"
2013,9,22,"9/22/2013","111.9"
2013,9,23,"9/23/2013","108.5"
2013,9,24,"9/24/2013","110.9"
2013,9,25,"9/25/2013","111.7"
2013,9,26,"9/26/2013","110.5"
2013,9,27,"9/27/2013","108.3"
2013,9,28,"9/28/2013","106"
2013,9,29,"9/29/2013","103.4"
2013,9,30,"9/30/2013","105.2"
2013,10,1,"10/1/2013","107"
2013,10,2,"10/2/2013","108.3"
2013,10,3,"10/3/2013","113.9"
2013,10,4,"10/4/2013","109.2"
2013,10,5,"10/5/2013","105.9"
2013,10,6,"10/6/2013","106.5"
2013,10,7,"10/7/2013","111.8"
2013,10,8,"10/8/2013","111.7"
2013,10,9,"10/9/2013","113.1"
2013,10,10,"10/10/2013","120.3"
2013,10,11,"10/11/2013","128.5"
2013,10,12,"10/12/2013","127.3"
2013,10,13,"10/13/2013","128.6"
2013,10,14,"10/14/2013","124.3"
2013,10,15,"10/15/2013","124.5"
2013,10,16,"10/16/2013","127.2"
2013,10,17,"10/17/2013","135.1"
2013,10,18,"10/18/2013","138.8"
2013,10,19,"10/19/2013","131.6"
2013,10,20,"10/20/2013","132.2"
2013,10,21,"10/21/2013","134.5"
2013,10,22,"10/22/2013","144.8"
2013,10,23,"10/23/2013","151.1"
2013,10,24,"10/24/2013","158.8"
2013,10,25,"10/25/2013","159.6"
2013,10,26,"10/26/2013","169.7"
2013,10,27,"10/27/2013","164.8"
2013,10,28,"10/28/2013","157.8"
2013,10,29,"10/29/2013","150.6"
2013,10,30,"10/30/2013","139.9"
2013,10,31,"10/31/2013","140.5"
2013,11,1,"11/1/2013","144.2"
2013,11,2,"11/2/2013","139.4"
2013,11,3,"11/3/2013","141.1"
2013,11,4,"11/4/2013","144.9"
2013,11,5,"11/5/2013","145.9"
2013,11,6,"11/6/2013","150.8"
2013,11,7,"11/7/2013","145.3"
2013,11,8,"11/8/2013","143.3"
2013,11,9,"11/9/2013","145.2"
2013,11,10,"11/10/2013","151.1"
2013,11,11,"11/11/2013","160.4"
2013,11,12,"11/12/2013","164"
2013,11,13,"11/13/2013","167.4"
2013,11,14,"11/14/2013","172"
2013,11,15,"11/15/2013","174"
2013,11,16,"11/16/2013","170.6"
2013,11,17,"11/17/2013","172.9"
2013,11,18,"11/18/2013","159.5"
2013,11,19,"11/19/2013","149.3"
2013,11,20,"11/20/2013","143.5"
2013,11,21,"11/21/2013","137.8"
2013,11,22,"11/22/2013","139.2"
2013,11,23,"11/23/2013","132.2"
2013,11,24,"11/24/2013","123.9"
2013,11,25,"11/25/2013","116"
2013,11,26,"11/26/2013","112.4"
2013,11,27,"11/27/2013","125.6"
2013,11,28,"11/28/2013","129.3"
2013,11,29,"11/29/2013","125"
2013,11,30,"11/30/2013","127.6"
2013,12,1,"12/1/2013","126.9"
2013,12,2,"12/2/2013","130"
2013,12,3,"12/3/2013","131.9"
2013,12,4,"12/4/2013","134"
2013,12,5,"12/5/2013","145.3"
2013,12,6,"12/6/2013","146.1"
2013,12,7,"12/7/2013","152.3"
2013,12,8,"12/8/2013","160.6"
2013,12,9,"12/9/2013","163.1"
2013,12,10,"12/10/2013","169.9"
2013,12,11,"12/11/2013","165.6"
2013,12,12,"12/12/2013","159.8"
2013,12,13,"12/13/2013","158.1"
2013,12,14,"12/14/2013","159"
2013,12,15,"12/15/2013","151.3"
2013,12,16,"12/16/2013","149.4"
2013,12,17,"12/17/2013","153.9"
2013,12,18,"12/18/2013","151.1"
2013,12,19,"12/19/2013","148.5"
2013,12,20,"12/20/2013","144.4"
2013,12,21,"12/21/2013","139.5"
2013,12,22,"12/22/2013","133.4"
2013,12,23,"12/23/2013","131.6"
2013,12,24,"12/24/2013","124.1"
2013,12,25,"12/25/2013","118.7"
2013,12,26,"12/26/2013","120.6"
2013,12,27,"12/27/2013","126.3"
2013,12,28,"12/28/2013","130.1"
2013,12,29,"12/29/2013","132.5"
2013,12,30,"12/30/2013","138.2"
2013,12,31,"12/31/2013","140.5"
2014,1,1,"1/1/2014","154.3"
2014,1,2,"1/2/2014","155.2"
2014,1,3,"1/3/2014","176.3"
2014,1,4,"1/4/2014","253.3"
2014,1,5,"1/5/2014","210.3"
2014,1,6,"1/6/2014","197.2"
2014,1,7,"1/7/2014","229.3"
2014,1,8,"1/8/2014","188.2"
2014,1,9,"1/9/2014","178.1"
2014,1,10,"1/10/2014","169.4"
2014,1,11,"1/11/2014","160.7"
2014,1,12,"1/12/2014","150.2"
2014,1,13,"1/13/2014","138.7"
2014,1,14,"1/14/2014","132.6"
2014,1,15,"1/15/2014","122.1"
2014,1,16,"1/16/2014","117.1"
